34.52813	69.17233	Kabul	AF
36.86477	70.83421	Jurm	AF
34.42647	70.45153	Jalālābād	AF
35.11833	69.23778	Jabal os Saraj	AF
34.34817	62.19967	Herāt	AF
35.73062	63.78264	Ghormach	AF
33.55391	68.42096	Ghazni	AF
31.82089	64.57005	Gereshk	AF
33.59744	69.22592	Gardez	AF
37.11664	70.58002	Fayzabad	AF
36.57288	69.85783	Farkhār	AF
32.37451	62.11638	Farah	AF
34.66667	61.06667	Kafir Qala	AF
37.18897	68.93644	Imām Şāḩib	AF
37.13333	69.16667	Dasht-e Archī	AF
35.97744	65.37828	Darzāb	AF
31.13231	64.1934	Markaz-e Ḩukūmat-e Darwēshān	AF
35.41674	65.98234	Chīras	AF
35.01361	69.17139	Charikar	AF
34.24475	62.19165	Chahār Burj	AF
34.51952	65.25093	Fayrōz Kōh	AF
34.24749	70.87218	Bāsawul	AF
33.96744	68.9492	Baraki Barak	AF
34.82156	67.82734	Bāmyān	AF
36.75635	66.8972	Balkh	AF
36.13068	68.70829	Baghlān	AF
34.17355	69.64573	Ḩukūmatī Azrah	AF
37.08571	69.47958	Ārt Khwājah	AF
35.03333	71.35809	Āsmār	AF
36.68333	71.53333	Ashkāsham	AF
34.87311	71.14697	Asadābād	AF
36.95293	65.12376	Andkhōy	AF
32.7587	61.65397	Anār Darah	AF
30.43206	63.29802	‘Alāqahdārī Dīshū	AF
35.31292	69.51519	Bāzārak	AF
34.39561	68.86618	Maydanshakhr	AF
34.12583	70.70778	Markaz-e Woluswalī-ye Āchīn	AF
33.17568	68.73045	Sharan	AF
17.12096	-61.84329	Saint John’s	AG
17.11667	-61.8	Piggotts	AG
17.09682	-61.77046	Parham	AG
17.02741	-61.78136	Falmouth	AG
17.63333	-61.83333	Codrington	AG
17.06565	-61.87466	Bolands	AG
18.17191	-63.14941	West End Village	AI
18.21704	-63.05783	The Valley	AI
18.20799	-63.04178	The Quarter	AI
18.215	-63.02238	Farrington	AI
18.22026	-63.04607	Stoney Ground	AI
18.19201	-63.08779	South Hill Village	AI
18.20118	-63.08998	Sandy Ground Village	AI
18.22919	-63.04401	North Side	AI
18.20542	-63.07847	North Hill Village	AI
18.25601	-63.0102	Island Harbour	AI
18.19939	-63.0665	George Hill	AI
18.23333	-63	East End Village	AI
18.17648	-63.09375	Blowing Point Village	AI
18.22104	-63.01329	Sandy Hill	AI
39.87534	20.00477	Sarandë	AL
40.29583	20.01917	Tepelenë	AL
40.61222	20.09806	Poliçan	AL
40.9025	20.6525	Pogradec	AL
41.685	20.42889	Peshkopi	AL
40.23361	20.35167	Përmet	AL
42.07694	20.42194	Kukës	AL
40.61861	20.78083	Korçë	AL
40.86972	20.18444	Gramsh	AL
40.07583	20.13889	Gjirokastër	AL
40.33778	20.67889	Ersekë	AL
41.1125	20.08222	Elbasan	AL
40.50417	20.22722	Çorovodë	AL
41.61028	20.00889	Burrel	AL
41.49167	20.22194	Bulqizë	AL
40.6275	20.99	Bilisht	AL
41.19694	20.33556	Librazhd-Qendër	AL
40.4686	19.48318	Vlorë	AL
41.3275	19.81889	Tirana	AL
42.06828	19.51258	Shkodër	AL
41.34556	19.56722	Shijak	AL
40.53056	19.63583	Selenicë	AL
41.07639	19.66528	Rrogozhinë	AL
41.7675	19.87556	Rrëshen	AL
40.7375	19.70222	Roskovec	AL
42.04444	19.89972	Pukë	AL
41.04611	19.75111	Peqin	AL
40.64278	19.65083	Patos Fshat	AL
40.68333	19.61944	Patos	AL
41.5775	19.69222	Mamurras	AL
40.94194	19.705	Lushnjë	AL
41.78361	19.64361	Lezhë	AL
41.63556	19.71306	Laç	AL
40.80028	19.91667	Kuçovë	AL
41.50917	19.79278	Krujë	AL
41.18556	19.55694	Kavajë	AL
41.38167	19.76028	Kamëz	AL
41.47833	19.71778	Fushë-Krujë	AL
40.71667	19.56667	Fier-Çifçi	AL
40.72389	19.55611	Fier	AL
41.32355	19.45469	Durrës	AL
41.03167	19.97583	Cërrik	AL
40.70583	19.95222	Berat	AL
40.59889	19.73472	Ballsh	AL
39.76389	45.33239	Yeghegnadzor	AM
39.91388	44.7251	Vedi	AM
39.6889	45.46668	Vayk’	AM
39.20755	46.40576	Kapan	AM
39.51111	46.34168	Goris	AM
39.46405	45.97047	Hats’avan	AM
39.96144	44.54447	Artashat	AM
39.83069	44.70569	Ararat	AM
40.18111	44.51361	Yerevan	AM
40.16557	44.29462	Vagharshapat	AM
40.32507	44.48608	Yeghvard	AM
40.18329	45.73053	Vardenis	AM
40.13348	45.44311	Vardenik	AM
41.12072	44.28462	Tashir	AM
41.00995	44.38531	Step’anavan	AM
40.83221	44.26731	Spitak	AM
40.5473	44.94171	Sevan	AM
40.29169	45.13068	Sarukhan	AM
40.13206	44.00969	Sardarapat	AM
41.17244	44.99917	Noyemberyan	AM
40.37793	45.18048	Noratus	AM
40.14172	45.27087	Nerk’in Getashen	AM
40.07233	44.29169	Metsamor	AM
40.06572	44.41913	Masis	AM
40.13892	45.30548	Martuni	AM
40.80456	44.4939	Vanadzor	AM
40.10444	45.28972	Karanlukh	AM
40.35398	45.12386	Gavarr	AM
40.87877	45.14851	Ijevan	AM
40.49748	44.7662	Hrazdan	AM
40.15446	44.03815	Armavir	AM
40.7942	43.84528	Gyumri	AM
40.11931	44.73442	Garrni	AM
40.7417	44.8501	Dilijan	AM
40.59655	45.35498	Chambarak	AM
40.31417	44.59333	Byureghavan	AM
40.88135	45.38901	Berd	AM
40.2991	44.36204	Ashtarak	AM
40.59323	44.3589	Aparan	AM
41.09766	44.67316	Alaverdi	AM
40.78003	43.90027	Akhuryan	AM
40.27368	44.63348	Abovyan	AM
-9.66078	20.39155	Saurimo	AO
-8.41915	20.74466	Lucapa	AO
-10.70727	22.22466	Luau	AO
-11.65	20.45	Léua	AO
-7.60874	15.06131	Uíge	AO
-6.1349	12.36894	Soio	AO
-7.23116	12.8666	N'zeto	AO
-9.29782	14.91162	N’dalatando	AO
-6.26703	14.2401	Mbanza Kongo	AO
-9.54015	16.34096	Malanje	AO
-8.83682	13.23432	Luanda	AO
-8.57848	13.66425	Caxito	AO
-8.18812	15.37495	Camabatela	AO
-5.55	12.2	Cabinda	AO
-11.35669	15.11719	Uacu Cungo	AO
-11.20605	13.84371	Sumbe	AO
-10.73366	14.97995	Quibala	AO
-17.06667	15.73333	Ondjiva	AO
-15.19611	12.15222	Namibe	AO
-14.6585	17.69099	Menongue	AO
-11.78333	19.91667	Luena	AO
-14.91717	13.4925	Lubango	AO
-12.90667	15.25333	Longonjo	AO
-12.3644	13.53601	Lobito	AO
-12.38333	16.93333	Cuito	AO
-12.77611	15.73917	Huambo	AO
-12.16667	17.33333	Chissamba	AO
-12.43002	13.54677	Catumbela	AO
-12.15	17.28333	Catabola	AO
-12.01667	17.48333	Camacupa	AO
-13.73333	15.06667	Caconda	AO
-12.8525	15.56056	Caála	AO
-12.57626	13.40547	Benguela	AO
-12.30261	15.43358	Chela	AO
-80.65774	-80.65774	La Legua-San Jacinto	AQ
-34.09814	-59.02858	Zárate	AR
-25.96879	-54.56285	Wanda	AR
-34.57973	-58.46829	Villa Ortúzar	AR
-28.48752	-59.35515	Villa Ocampo	AR
-31.66565	-59.90182	Villa María Grande	AR
-34.67907	-58.47263	Villa Lugano	AR
-31.23097	-59.98464	Villa Hernandarias	AR
-31.8653	-59.02689	Villaguay	AR
-37.26394	-56.97304	Villa Gesell	AR
-32.1632	-58.40082	Villa Elisa	AR
-34.5108	-58.68059	Villa de Mayo	AR
-27.37679	-54.74312	Veinticinco de Mayo	AR
-32.68573	-58.89323	Urdinarrain	AR
-34.47513	-58.75367	Tortuguitas	AR
-34.42603	-58.57962	Tigre	AR
-37.32167	-59.13316	Tandil	AR
-26.61667	-54.13333	San Vicente	AR
-28.54939	-56.04077	Santo Tomé	AR
-27.14132	-55.40867	Santo Pipó	AR
-28.26318	-58.11891	Santa Rosa	AR
-28.98746	-59.10287	Santa Lucía	AR
-30.94432	-59.78832	Santa Elena	AR
-31.62487	-58.50524	San Salvador	AR
-33.67918	-59.66633	San Pedro	AR
-26.62207	-54.10842	San Pedro	AR
-27.99585	-57.58964	San Miguel	AR
-27.5079	-58.55454	San Luis del Palmar	AR
-28.13306	-58.76733	San Lorenzo	AR
-30.38452	-58.75167	San José de Feliciano	AR
-27.76979	-55.7826	San José	AR
-30.57781	-59.9317	San Javier	AR
-34.4721	-58.52708	San Isidro	AR
-36.35694	-56.72351	San Clemente del Tuyú	AR
-28.25384	-58.62591	Saladas	AR
-32.30286	-59.14545	Rosario del Tala	AR
-34.58333	-58.38333	Retiro	AR
-27.46056	-58.98389	Resistencia	AR
-29.15	-59.65	Reconquista	AR
-34.72904	-58.26374	Quilmes	AR
-27.51414	-58.93906	Puerto Vilelas	AR
-27.37218	-59.08206	Puerto Tirol	AR
-26.79598	-55.02402	Puerto Rico	AR
-26.46937	-54.70736	Puerto Piray	AR
-25.91958	-54.58229	Puerto Libertad	AR
-25.59912	-54.57355	Puerto Iguazú	AR
-26.02267	-54.61356	Puerto Esperanza	AR
-26.40843	-54.69463	Puerto Eldorado	AR
-27.00147	-59.84243	Presidencia de la Plaza	AR
-27.36708	-55.89608	Posadas	AR
-34.74785	-58.70072	Pontevedra	AR
-25.73239	-59.10879	Pirané	AR
-34.45866	-58.9142	Pilar	AR
-29.34132	-58.61059	Perugorría	AR
-29.71251	-57.08771	Paso de los Libres	AR
-27.31676	-58.57197	Paso de la Patria	AR
-27.72369	-54.91515	Panambí	AR
-26.04982	-59.93728	Pampa del Indio	AR
-25.56332	-59.33781	Palo Santo	AR
-27.48706	-55.11994	Oberá	AR
-27.75072	-57.62073	Nuestra Señora del Rosario de Caa Catí	AR
-38.5545	-58.73961	Necochea	AR
-34.55622	-58.70739	Muñiz	AR
-34.6509	-58.61956	Morón	AR
-30.25359	-57.63626	Monte Caseros	AR
-26.5662	-54.757	Montecarlo	AR
-30.61891	-57.96344	Mocoretá	AR
-34.66627	-58.72927	Merlo	AR
-34.65145	-59.43068	Mercedes	AR
-29.18416	-58.07519	Mercedes	AR
-28.04532	-58.22835	Mburucuyá	AR
-27.2616	-58.97219	Margarita Belén	AR
-38.00042	-57.5562	Mar del Plata	AR
-29.34636	-59.96957	Malabrigo	AR
-32.1722	-59.39947	Maciá	AR
-34.57028	-59.105	Luján	AR
-34.50316	-58.70596	Los Polvorines	AR
-28.3529	-59.25795	Las Toscas	AR
-33.03595	-59.00125	Larroque	AR
-34.92145	-57.95453	La Plata	AR
-30.74179	-59.64517	La Paz	AR
-27.03786	-58.70347	La Leonesa	AR
-29.17443	-56.64326	La Cruz	AR
-27.04346	-55.22698	Jardín América	AR
-27.27043	-58.24458	Itatí	AR
-25.21438	-59.85851	Ibarreta	AR
-34.5904	-58.62904	Hurlingham	AR
-33.00937	-58.51722	Gualeguaychú	AR
-33.14156	-59.30966	Gualeguay	AR
-29.13995	-59.26343	Goya	AR
-27.18636	-55.46433	Gobernador Roca	AR
-28.05	-56.03333	Gobernador Virasora	AR
-34.45256	-58.64312	General Pacheco	AR
-26.53743	-59.34158	General José de San Martín	AR
-27.48171	-55.82921	Garupá	AR
-26.81768	-54.95665	Garuhapé	AR
-26.18489	-58.17313	Formosa	AR
-27.41813	-59.02392	Fontana	AR
-30.95465	-58.78326	Federal	AR
-31.00621	-57.89962	Federación	AR
-30.01476	-59.5289	Esquina	AR
-27.29847	-54.19877	El Soberbio	AR
-26.30808	-59.37291	El Colorado	AR
-26.71459	-54.81523	El Alcázar	AR
-27.02277	-54.68669	Dos de Mayo	AR
-34.49459	-58.62729	Don Torcuato	AR
-36.31321	-57.67918	Dolores	AR
-29.79171	-58.0546	Curuzú Cuatiá	AR
-27.46784	-58.8344	Corrientes	AR
-31.39296	-58.02089	Concordia	AR
-32.48463	-58.23217	Concepción del Uruguay	AR
-27.98311	-55.52031	Concepción de la Sierra	AR
-25.33453	-59.68212	Comandante Fontana	AR
-27.47428	-54.52498	Colonia Aurora	AR
-34.57365	-58.44924	Colegiales	AR
-25.28481	-57.71851	Clorinda	AR
-30.75048	-57.97962	Chajarí	AR
-27.6331	-55.4962	Cerro Azul	AR
-26.92998	-55.06084	Capioví	AR
-27.4595	-55.74536	Candelaria	AR
-27.33271	-55.05651	Campo Viera	AR
-27.4549	-55.02122	Campo Ramón	AR
-27.2077	-54.97977	Campo Grande	AR
-34.16327	-58.95919	Campana	AR
-34.61315	-58.37723	Buenos Aires	AR
-31.34311	-59.44512	Bovril	AR
-34.63333	-58.41667	Boedo	AR
-26.2552	-53.64581	Bernardo de Irigoyen	AR
-34.76531	-58.21278	Berazategui	AR
-34.5627	-58.45829	Belgrano	AR
-27.48132	-58.93925	Barranqueras	AR
-34.64966	-58.38341	Barracas	AR
-37.84616	-58.25522	Balcarce	AR
-36.77698	-59.85854	Azul	AR
-29.11761	-59.65834	Avellaneda	AR
-27.09625	-54.89626	Aristóbulo del Valle	AR
-29.09683	-56.55043	Alvear	AR
-27.56978	-54.68262	Alba Posse	AR
-38.89916	-70.05442	Zapala	AR
-23.64342	-64.47194	Yuto	AR
-26.81667	-65.31667	Yerba Buena	AR
-51.57321	-72.3508	Yacimiento Río Turbio	AR
-39.1	-67.06667	Villa Regina	AR
-31.4933	-68.53838	Villa Paula de Sarmiento	AR
-29.50003	-63.69377	Villa Ojo de Agua	AR
-32.43293	-63.24763	Villa Nueva	AR
-32.40751	-63.24016	Villa María	AR
-40.76173	-71.64631	Villa La Angostura	AR
-34.83826	-64.58686	Villa Huidobro	AR
-31.97828	-64.55627	Villa General Belgrano	AR
-31.94585	-65.18958	Villa Dolores	AR
-30.85523	-64.99947	Villa de Soto	AR
-30.81667	-63.71667	Villa del Totoral	AR
-33.22778	-60.3297	Villa Constitución	AR
-33.32524	-62.03831	Chañar Ladeado	AR
-31.42414	-64.49778	Villa Carlos Paz	AR
-34.00565	-61.60757	Villa Cañás	AR
-27.29174	-60.41263	Villa Berthet	AR
-27.57383	-60.71526	Villa Ángela	AR
-31.29458	-64.29538	Villa Allende	AR
-40.81345	-62.99668	Viedma	AR
-33.91965	-64.39215	Vicuña Mackenna	AR
-36.21505	-65.43586	Victorica	AR
-32.61841	-60.15478	Victoria	AR
-31.86782	-60.00722	Viale	AR
-29.4593	-60.21261	Vera	AR
-33.74556	-61.96885	Venado Tuerto	AR
-37.7741	-67.71638	Veinticinco de Mayo	AR
-35.4323	-60.17271	Veinticinco de Mayo	AR
-31.11732	-64.48084	Valle Hermoso	AR
-54.81084	-68.31591	Ushuaia	AR
-31.23073	-64.31615	Unquillo	AR
-43.0858	-71.46386	Trevelin	AR
-26.34067	-60.43207	Tres Isletas	AR
-38.37394	-60.27978	Tres Arroyos	AR
-43.24895	-65.30505	Trelew	AR
-26.23136	-65.28093	Trancas	AR
-32.5844	-61.16852	Totoras	AR
-29.23202	-61.76917	Tostado	AR
-28.06319	-67.56488	Tinogasta	AR
-32.73292	-65.29109	Tilisarao	AR
-23.57817	-65.39516	Tilcara	AR
-27.49362	-64.85972	Termas de Río Hondo	AR
-22.51637	-63.80131	Tartagal	AR
-32.24309	-63.9807	Tancacha	AR
-26.73201	-65.25921	Tafí Viejo	AR
-25.61557	-63.26708	Taco Pozo	AR
-27.93357	-63.42938	Suncho Corral	AR
-30.94404	-61.56148	Sunchales	AR
-27.26272	-65.35647	Simoca	AR
-41.60603	-65.35574	Sierra Grande	AR
-39.01412	-68.43281	Senillosa	AR
-31.76762	-61.82887	Sastre	AR
-45.58815	-69.06996	Sarmiento	AR
-31.66274	-60.7653	Santo Tomé	AR
-27.79511	-64.26149	Santiago del Estero	AR
-27.83261	-61.13747	Santa Sylvina	AR
-31.15231	-63.40191	Santa Rosa de Río Primero	AR
-32.06905	-64.53631	Santa Rosa de Calamuchita	AR
-36.61667	-64.28333	Santa Rosa	AR
-31.53987	-68.49503	Santa Lucía	AR
-31.64881	-60.70868	Santa Fe	AR
-24.19457	-65.29712	San Salvador de Jujuy	AR
-23.13705	-64.32426	San Ramón de la Nueva Orán	AR
-34.61772	-68.33007	San Rafael	AR
-24.23127	-64.86614	San Pedro de Jujuy	AR
-33.33425	-60.2108	San Nicolás de los Arroyos	AR
-26.82414	-65.2226	San Miguel de Tucumán	AR
-40.15789	-71.35337	San Martín de los Andes	AR
-33.08103	-68.46814	San Martín	AR
-31.42957	-68.50065	San Martín	AR
-33.29501	-66.33563	San Luis	AR
-30.78913	-60.59189	San Justo	AR
-31.5375	-68.53639	San Juan	AR
-30.24057	-68.74693	San José de Jáchal	AR
-31.89618	-61.85984	San Jorge	AR
-31.42797	-62.08266	San Francisco	AR
-28.46957	-65.78524	San Fernando del Valle de Catamarca	AR
-30.31053	-61.23724	San Cristóbal	AR
-31.72864	-61.09192	San Carlos Centro	AR
-27.28782	-60.71252	San Bernardo	AR
-31.78371	-60.44156	San Benito	AR
-40.73193	-64.94769	San Antonio Oeste	AR
-30.63353	-67.46821	San Agustín de Valle Fértil	AR
-33.3839	-64.72211	Sampacho	AR
-24.7859	-65.41166	Salta	AR
-31.13725	-64.29589	Salsipuedes	AR
-34.26827	-62.71262	Rufino	AR
-32.94682	-60.63932	Rosario	AR
-32.89846	-60.90681	Roldán	AR
-32.17301	-64.11405	Río Tercero	AR
-31.6526	-63.9099	Río Segundo	AR
-53.78769	-67.70946	Río Grande	AR
-51.62261	-69.21813	Río Gallegos	AR
-33.13067	-64.34992	Río Cuarto	AR
-31.16486	-64.32241	Río Ceballos	AR
-31.49076	-60.73299	Recreo	AR
-29.28184	-65.06096	Recreo	AR
-35.03658	-64.2447	Realicó	AR
-43.30016	-65.10228	Rawson	AR
-31.25033	-61.4867	Rafaela	AR
-45.92462	-67.55424	Rada Tilly	AR
-26.86913	-60.21683	Quitilipi	AR
-27.64615	-62.41655	Quimilí	AR
-38.87588	-62.07359	Punta Alta	AR
-49.30554	-67.72743	San Julián	AR
-42.7692	-65.03851	Puerto Madryn	AR
-47.75034	-65.89382	Puerto Deseado	AR
-26.78522	-60.43876	Presidencia Roque Sáenz Peña	AR
-32.0186	-62.91984	Pozo del Molle	AR
-31.68333	-68.58333	Pocito	AR
-38.96667	-68.23333	Plottier	AR
-38.92598	-69.20863	Plaza Huincul	AR
-31.6789	-63.87964	Pilar	AR
-46.7949	-67.95731	Pico Truncado	AR
-33.88995	-60.57357	Pergamino	AR
-32.99835	-60.76791	Pérez	AR
-31.73271	-60.52897	Paraná	AR
-26.50517	-61.17436	Pampa del Infierno	AR
-24.25647	-65.21163	Palpalá	AR
-23.97771	-64.30311	Palma Sola	AR
-31.91353	-63.68201	Oncativo	AR
-32.04158	-63.56978	Oliva	AR
-36.89272	-60.32254	Olavarría	AR
-35.44437	-60.88313	Nueve de Julio	AR
-31.66914	-68.39023	Nueve de Julio	AR
-38.95161	-68.0591	Neuquén	AR
-30.71164	-61.99862	Morteros	AR
-27.16741	-65.49832	Monteros	AR
-33.20462	-62.60085	Monte Maíz	AR
-31.34312	-63.94437	Monte Cristo	AR
-32.91642	-62.45669	Monte Buey	AR
-31.72101	-65.00619	Mina Clavero	AR
-32.34288	-65.01396	Merlo	AR
-32.89084	-68.82717	Mendoza	AR
-32.6978	-62.10672	Marcos Juárez	AR
-31.38194	-64.05545	Malvinas Argentinas	AR
-31.46467	-64.3584	Malagueño	AR
-26.92614	-60.04955	Machagai	AR
-26.4077	-61.41367	Los Frentones	AR
-28.04845	-65.49945	Los Altos	AR
-34.86649	-61.5302	Lincoln	AR
-23.80644	-64.78757	Libertador General San Martín	AR
-32.66174	-62.29678	Leones	AR
-33.05258	-65.62385	La Toma	AR
-31.87208	-62.71946	Las Varillas	AR
-32.47661	-61.58041	Las Rosas	AR
-32.68478	-61.51637	Las Parejas	AR
-24.70955	-60.59303	Las Lomitas	AR
-24.72762	-64.19335	Las Lajitas	AR
-33.09231	-64.28899	Las Higueras	AR
-46.54186	-68.93593	Las Heras	AR
-27.08966	-61.08161	Las Breñas	AR
-29.41105	-66.85067	La Rioja	AR
-22.10236	-65.59299	La Quiaca	AR
-39.42304	-65.70208	Lamarque	AR
-31.30391	-60.65894	Laguna Paiva	AR
-31.77652	-63.80104	Laguna Larga	AR
-31.08841	-64.48987	La Falda	AR
-30.98201	-64.49139	La Cumbre	AR
-27.76927	-65.58711	La Cocha	AR
-33.41993	-63.29769	La Carlota	AR
-31.34377	-64.33529	La Calera	AR
-34.12662	-63.39119	Laboulaye	AR
-33.15319	-62.85661	Laborde	AR
-33.8594	-65.18277	Justo Daract	AR
-32.88411	-62.67788	Justiniano Posse	AR
-39.95043	-71.06936	Junín de los Andes	AR
-34.58382	-60.94332	Junín	AR
-25.11364	-64.12628	Joaquín V. González	AR
-30.98153	-64.09424	Jesús María	AR
-35.23383	-63.59205	Intendente Alvear	AR
-24.22554	-64.83896	Ingenio La Esperanza	AR
-39.07146	-67.2379	Ingeniero Luis A. Huergo	AR
-41.3292	-69.55015	Ingeniero Jacobacci	AR
-23.9	-61.85	Ingeniero Guillermo N. Juárez	AR
-28.91934	-65.32817	Icaño	AR
-23.20544	-65.35048	Humahuaca	AR
-34.84038	-64.3758	Huinca Renancó	AR
-28.72533	-65.9787	Huillapima	AR
-31.07524	-64.49063	Huerta Grande	AR
-32.42657	-63.73333	Hernando	AR
-27.60816	-61.34441	Hermoso Campo	AR
-37.66776	-63.53021	Guatraché	AR
-27.64934	-65.4383	Graneros	AR
-32.85683	-60.71754	Granadero Baigorria	AR
-33.03016	-60.64045	Gobernador Gálvez	AR
-35.03285	-63.01252	General Villegas	AR
-39.03333	-67.58333	General Roca	AR
-32.17601	-60.20079	General Ramírez	AR
-27.31667	-61.28333	General Pinedo	AR
-35.65662	-63.75682	General Pico	AR
-34.01472	-63.92413	General Levalle	AR
-38.95297	-67.92489	General Fernández Oro	AR
-22.59588	-63.81255	General Mosconi	AR
-40.10408	-64.45592	General Conesa	AR
-32.81313	-63.87243	General Cabrera	AR
-37.37698	-64.60431	General Acha	AR
-32.02927	-61.22103	Gálvez	AR
-43.2897	-65.4929	Gaimán	AR
-32.91568	-60.80995	Funes	AR
-39.31369	-65.76002	Fray Luis Beltrán	AR
-32.79122	-60.72819	Fray Luis A. Beltrán	AR
-23.94079	-64.79943	Fraile Pintado	AR
-33.45937	-61.4832	Firmat	AR
-27.67225	-67.6187	Fiambalá	AR
-27.05413	-65.40329	Famaillá	AR
-42.91147	-71.31947	Esquel	AR
-31.4488	-60.93173	Esperanza	AR
-23.21003	-64.09965	Embarcación	AR
-32.18	-64.41809	Embalse	AR
-32.2008	-61.7014	El Trébol	AR
-25.28333	-64.06667	El Quebrachal	AR
-25.38069	-64.65259	El Galpón	AR
-25.0741	-65.49174	El Carril	AR
-50.34075	-72.27682	El Calafate	AR
-41.96051	-71.53336	El Bolsón	AR
-35.91501	-64.29448	Eduardo Castex	AR
-32.06641	-60.63837	Diamante	AR
-31.40431	-62.30634	Devoto	AR
-31.81626	-64.28989	Despeñaderos	AR
-30.42036	-64.34984	Deán Funes	AR
-38.93424	-69.23052	Cutral-Có	AR
-30.72644	-64.80387	Cruz del Eje	AR
-33.00887	-61.80746	Cruz Alta	AR
-32.02873	-60.30658	Crespo	AR
-31.24508	-64.46563	Cosquín	AR
-26.95374	-60.96928	Corzuela	AR
-33.28205	-62.18463	Corral de Bustos	AR
-37.45467	-61.93343	Coronel Suárez	AR
-33.6227	-64.59711	Coronel Moldes	AR
-27.68038	-60.91462	Coronel Du Graty	AR
-38.71867	-61.28733	Coronel Dorrego	AR
-31.97263	-60.91983	Coronda	AR
-31.4135	-64.18105	Córdoba	AR
-26.59926	-60.94617	Concepción del Bermejo	AR
-45.86413	-67.49656	Comodoro Rivadavia	AR
-27.5744	-64.13108	Clodomira	AR
-38.93392	-67.99032	Cipolletti	AR
-38.82225	-68.06293	Cinco Saltos	AR
-37.37809	-70.27085	Chos Malal	AR
-39.28941	-65.6606	Choele Choel	AR
-34.89566	-60.01667	Chivilcoy	AR
-31.48333	-68.53333	Chimbas	AR
-29.16195	-67.4974	Chilecito	AR
-25.10502	-65.53473	Chicoana	AR
-27.21438	-61.18795	Charata	AR
-30.36002	-66.31399	Chamical	AR
-34.64167	-60.47389	Chacabuco	AR
-39.05444	-67.39426	Cervantes	AR
-29.881	-61.94504	Ceres	AR
-38.82955	-68.1318	Centenario	AR
-31.65179	-68.28105	Caucete	AR
-37.87907	-67.7956	Catriel	AR
